"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48890","YP_792060.1","hypothetical protein","433","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48900","YP_792061.1","hypothetical protein","34","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48910","YP_792062.1","hypothetical protein","428","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48920","YP_792063.1","bacteriophage protein","119","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48930","YP_792064.1","coat protein A of bacteriophage Pf1","429","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48940","YP_792065.1","coat protein B of bacteriophage Pf1)","83","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48950","YP_792066.1","hypothetical protein","84","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48960","YP_792067.1","hypothetical protein","31","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48970","YP_792068.1","helix destabilizing protein of bacteriophage Pf1","145","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48980","YP_792069.1","hypothetical protein","126","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48990","YP_792070.1","hypothetical protein","97","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49000","YP_792071.1","hypothetical protein","71","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49010","YP_792072.1","hypothetical protein","72","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49020","YP_792073.1","hypothetical protein","89","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49030","YP_792074.1","hypothetical protein","344","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49040","YP_792075.1","hypothetical protein","198","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49050","YP_792076.1","hypothetical protein","200","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49060","YP_792077.1","hypothetical protein","166","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49070","YP_792078.1","hypothetical protein","394","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49080","YP_792079.1","acyl-CoA dehydrogenase","380","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49090","YP_792080.1","hypothetical protein","340","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49100","YP_792081.1","glutathione S-transferase","210","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49110","YP_792082.1","transcriptional regulator","297","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49130","YP_792083.1","C4-dicarboxylate transporter DctA","437","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49150","YP_792084.1","transcriptional regulator","334","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49160","YP_792085.1","sensor protein","1121","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49170","YP_792086.1","two-component sensor PhoQ","449","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49180","YP_792087.1","two-component response regulator PhoP","226","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49200","YP_792088.1","PhoP/Q and low Mg2+ inducible outer membrane prote","201","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49210","YP_792089.1","periplasmic nitrate reductase NapE","56","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49220","YP_792090.1","ferredoxin protein NapF","164","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49230","YP_792091.1","NapD protein of periplasmic nitrate reductase","110","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49250","YP_792092.1","nitrate reductase catalytic subunit","835","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49260","YP_792093.1","cytochrome c-type protein NapB precursor","164","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49270","YP_792094.1","cytochrome c-type protein NapC","199","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49280","YP_792095.1","transglycosylase","399","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49290","YP_792096.1","hypothetical protein","245","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49300","YP_792097.1","lipoxygenase","686","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49310","YP_792098.1","hypothetical protein","107","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49320","YP_792099.1","hypothetical protein","224","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49330","YP_792100.1","hypothetical protein","263","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49340","YP_792101.1","protein Pcprotein PS","243","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49350","YP_792102.1","hypothetical protein","271","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49360","YP_792103.1","glucosyl transferase","870","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49380","YP_792104.1","succinyl-diaminopimelate desuccinylase","384","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49390","YP_792105.1","rRNA methyltransferase","268","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49400","YP_792106.1","hypothetical protein","128","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49410","YP_792107.1","cold-shock protein","70","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49420","YP_792108.1","two-component sensor","453","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49440","YP_792109.1","two-component response regulator","237","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49460","YP_792110.1","ribonucleotide-diphosphate reductase subunit alpha","964","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49470","YP_792111.1","ribonucleotide-diphosphate reductase subunit beta","416","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49480","YP_792112.1","hypothetical protein","596","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49500","YP_792113.1","hypothetical protein","185","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49510","YP_792114.1","immunity protein S3I structureal gene","154","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49520","YP_792115.1","pyocin killing protein","792","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49530","YP_792116.1","hypothetical protein","123","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49540","YP_792117.1","hypothetical protein","260","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49560","YP_792118.1","exotoxin A","636","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49570","YP_792119.1","amino acid permease","497","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49580","YP_792120.1","iron-containing alcohol dehydrogenase","394","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49590","YP_792121.1","transcriptional regulator","301","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49610","YP_792122.1","MFS family transporter","445","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49620","YP_792123.1","phosphoserine phosphatase","218","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49630","YP_792124.1","transcriptional regulator","239","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49640","YP_792125.1","transcriptional regulator","301","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49650","YP_792126.1","hypothetical protein","279","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49660","YP_792127.1","hypothetical protein","283","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49680","YP_792128.1","transcriptional regulator","292","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49690","YP_792129.1","oxidoreductase","329","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49700","YP_792130.1","transcriptional regulator","244","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49710","YP_792131.1","chaperone protein HchA","292","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49720","YP_792132.1","hypothetical protein","138","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49730","YP_792133.1","hypothetical protein","117","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49740","YP_792134.1","hypothetical protein","230","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49750","YP_792135.1","MFS family transporter","423","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49760","YP_792136.1","rhamnosyltransferase 2","326","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49780","YP_792137.1","fosfomycin resistance protein","136","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49790","YP_792138.1","transcriptional regulator","304","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49800","YP_792139.1","oxidoreductase","330","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49810","YP_792140.1","hypothetical protein","196","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49820","YP_792141.1","cobalamin biosynthetic protein","251","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49840","YP_792142.1","deoxyguanosinetriphosphate triphosphohydrolase","499","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49850","YP_792143.1","hypothetical protein","107","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49860","YP_792144.1","hypothetical protein","52","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49870","YP_792145.1","peptide deformylase","180","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49880","YP_792146.1","hypothetical protein","191","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49890","YP_792147.1","diguanylate cyclase TpbB","436","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49900","YP_792148.1","hypothetical protein","169","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49910","YP_792149.1","hypothetical protein","228","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49920","YP_792150.1","hypothetical protein","125","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49930","YP_792151.1","hypothetical protein","280","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49940","YP_792152.1","hypothetical protein","775","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49960","YP_792153.1","hypothetical protein","112","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49970","YP_792154.1","ABC transporter ATP-binding protein/permease","589","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_49990","YP_792155.1","hypothetical protein","64","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50000","YP_792156.1","hypothetical protein","74","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50010","YP_792157.1","dehydrogenase","383","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50020","YP_792158.1","hypothetical protein","208","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50030","YP_792159.1","hypothetical protein","237","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50040","YP_792160.1","transcriptional regulator","260","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50050","YP_792161.1","MFS family transporter","386","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50060","YP_792162.1","hypothetical protein","399","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50070","YP_792163.1","hypothetical protein","238","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50080","YP_792164.1","flagellar biosynthesis chaperone","148","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50100","YP_792165.1","flagellum-specific ATP synthase","452","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50110","YP_792166.1","flagellar assembly protein H","269","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50130","YP_792167.1","flagellar motor switch protein G","339","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50130","YP_792167.1","flagellar motor switch protein G","339","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50140","YP_792168.1","flagellar MS-ring protein","599","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50160","YP_792169.1","flagellar hook-basal body protein FliE","110","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50160","YP_792169.1","flagellar hook-basal body protein FliE","110","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50180","YP_792170.1","two-component response regulator","474","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50200","YP_792171.1","two-component sensor","403","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50220","YP_792172.1","transcriptional regulator FleQ","491","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50240","YP_792173.1","hypothetical protein","99","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50250","YP_792174.1","flagellar protein FliS","127","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50270","YP_792175.1","flagellar capping protein FliD","475","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50270","YP_792175.1","flagellar capping protein FliD","475","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50280","YP_792176.1","hypothetical protein","124","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50290","YP_792177.1","flagellin type B","489","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50290","YP_792177.1","flagellin type B","489","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50300","YP_792178.1","hypothetical protein","1695","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50310","YP_792179.1","sugar nucleotidyltransferase","221","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50320","YP_792180.1","hypothetical protein","201","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50330","YP_792181.1","hypothetical protein","254","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50340","YP_792182.1","flagellar hook-associated protein FlgL","440","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50340","YP_792182.1","flagellar hook-associated protein FlgL","440","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50360","YP_792183.1","flagellar hook-associated protein FlgK","684","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50360","YP_792183.1","flagellar hook-associated protein FlgK","684","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50380","YP_792184.1","flagellar rod assembly protein/muramidase FlgJ","401","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50410","YP_792185.1","flagellar basal body P-ring protein","370","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50420","YP_792186.1","flagellar basal body L-ring protein","232","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50420","YP_792186.1","flagellar basal body L-ring protein","232","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50430","YP_792187.1","flagellar basal body rod protein FlgG","262","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50430","YP_792187.1","flagellar basal body rod protein FlgG","262","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50440","YP_792188.1","flagellar basal body rod protein FlgF","250","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50450","YP_792189.1","flagellar hook protein FlgE","463","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50460","YP_792190.1","flagellar basal body rod modification protein","238","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50460","YP_792190.1","flagellar basal body rod modification protein","238","Fimbrial","Class 3","Secondary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50470","YP_792191.1","flagellar basal body rod protein FlgC","147","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_50470","YP_792191.1","flagellar basal body rod protein FlgC","147","Flagellar","Class 3","Secondary"
