"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3592","NP_252282.1","conserved hypothetical protein","396","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3593","NP_252283.1","probable acyl-CoA dehydrogenase","576","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3594","NP_252284.1","probable transcriptional regulator","296","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3594","NP_252284.1","probable transcriptional regulator","296","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3595","NP_252285.1","probable major facilitator superfamily (MFS) transporter","470","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3595","NP_252285.1","probable major facilitator superfamily (MFS) transporter","470","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3596","NP_252286.1","probable methylated-DNA--protein-cysteine methyltransferase","358","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3597","NP_252287.1","probable amino acid permease","441","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3598","NP_252288.1","conserved hypothetical protein","272","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3599","NP_252289.1","probable transcriptional regulator","262","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3600","NP_252290.1","conserved hypothetical protein","51","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3601","NP_252291.1","conserved hypothetical protein","88","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3602","NP_252292.1","conserved hypothetical protein","537","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3602","NP_252292.1","conserved hypothetical protein","537","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3603","NP_252293.1","diacylglycerol kinase","124","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3604","NP_252294.1","response regulator ErdR","218","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3605","NP_252295.1","hypothetical protein","309","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3606","NP_252296.1","conserved hypothetical protein","239","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3607","NP_252297.1","polyamine transport protein PotA","364","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3607","NP_252297.1","polyamine transport protein PotA","364","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3608","NP_252298.1","polyamine transport protein PotB","298","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3609","NP_252299.1","polyamine transport protein PotC","257","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3610","NP_252300.1","polyamine transport protein PotD","355","Periplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3610","NP_252300.1","polyamine transport protein PotD","355","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3611","NP_252301.1","hypothetical protein","137","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3612","NP_252302.1","conserved hypothetical protein","74","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3613","NP_252303.1","hypothetical protein","802","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3614","NP_252304.1","hypothetical protein","468","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3615","NP_252305.1","hypothetical protein","357","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3616","NP_252306.1","conserved hypothetical protein","154","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3617","NP_252307.1","RecA protein","347","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3617","NP_252307.1","RecA protein","347","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3617","NP_252307.1","RecA protein","347","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3618","NP_252308.1","conserved hypothetical protein","169","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3619","NP_252309.1","hypothetical protein","336","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3620","NP_252310.1","DNA mismatch repair protein MutS","856","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3621","NP_252311.1","ferredoxin I","108","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3622","NP_252312.1","sigma factor RpoS","335","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3623","NP_252313.1","conserved hypothetical protein","298","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3623","NP_252313.1","conserved hypothetical protein","298","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3624","NP_252314.1","L-isoaspartate protein carboxylmethyltransferase type II","212","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3624","NP_252314.1","L-isoaspartate protein carboxylmethyltransferase type II","212","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3625","NP_252315.1","survival protein SurE","250","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3626","NP_252316.1","conserved hypothetical protein","356","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3627","NP_252317.1","2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","158","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3628","NP_252318.1","putative esterase","284","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3629","NP_252319.1","alcohol dehydrogenase class III","371","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3629","NP_252319.1","alcohol dehydrogenase class III","371","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3630","NP_252320.1","glutathione-dependent formaldehyde neutralization regulator GfnR","303","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3630","NP_252320.1","glutathione-dependent formaldehyde neutralization regulator GfnR","303","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3631","NP_252321.1","conserved hypothetical protein","409","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3632","NP_252322.1","conserved hypothetical protein","83","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3633","NP_252323.1","4-diphosphocytidyl-2-C-methylerythritol synthase","235","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3634","NP_252324.1","conserved hypothetical protein","95","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3635","NP_252325.1","enolase","430","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3635","NP_252325.1","enolase","430","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3636","NP_252326.1","2-dehydro-3-deoxyphosphooctonate aldolase","282","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3636","NP_252326.1","2-dehydro-3-deoxyphosphooctonate aldolase","282","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3637","NP_252327.1","CTP synthase","543","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3638","NP_252328.1","conserved hypothetical protein","443","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3639","NP_252329.1","acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)","317","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3639","NP_252329.1","acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)","317","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3640","NP_252330.1","DNA polymerase III, alpha chain","1174","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3640","NP_252330.1","DNA polymerase III, alpha chain","1174","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3641","NP_252331.1","probable amino acid permease","472","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3641","NP_252331.1","probable amino acid permease","472","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3642","NP_252332.1","ribonuclease HII","202","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3643","NP_252333.1","lipid A-disaccharide synthase","379","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3644","NP_252334.1","UDP-N-acetylglucosamine acyltransferase","259","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3644","NP_252334.1","UDP-N-acetylglucosamine acyltransferase","259","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3645","NP_252335.1","(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase","147","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3646","NP_252336.1","UDP-3-O-[3-hydroxylauroyl] glucosamine N-acyltransferase","354","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3647","NP_252337.1","probable outer membrane protein precursor","169","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3647","NP_252337.1","probable outer membrane protein precursor","169","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3648","NP_252338.1","outer membrane protein Opr86","798","Outer Membrane","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3648","NP_252338.1","outer membrane protein Opr86","798","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3648","NP_252338.1","outer membrane protein Opr86","798","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3649","NP_252339.1","MucP","451","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3650","NP_252340.1","1-deoxy-d-xylulose 5-phosphate reductoisomerase","397","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3651","NP_252341.1","phosphatidate cytidylyltransferase","272","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3651","NP_252341.1","phosphatidate cytidylyltransferase","272","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3652","NP_252342.1","undecaprenyl pyrophosphate synthetase","252","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3653","NP_252343.1","ribosome recycling factor","186","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3653","NP_252343.1","ribosome recycling factor","186","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3654","NP_252344.1","uridylate kinase","246","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3655","NP_252345.1","elongation factor Ts","290","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3656","NP_252346.1","30S ribosomal protein S2","247","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3656","NP_252346.1","30S ribosomal protein S2","247","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3657","NP_252347.1","methionine aminopeptidase","262","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3658","NP_252348.1","protein-PII uridylyltransferase","901","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3659","NP_252349.1","probable aminotransferase","403","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3660","NP_252350.1","probable sodium/hydrogen antiporter","582","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3661","NP_252351.1","hypothetical protein","120","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3662","NP_252352.1","hypothetical protein","98","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3663","NP_252353.1","hypothetical protein","118","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3664","NP_252354.1","conserved hypothetical protein","116","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3665","NP_252355.1","hypothetical protein","208","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3666","NP_252356.1","tetrahydrodipicolinate succinylase","345","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3667","NP_252357.1","probable pyridoxal-phosphate dependent enzyme","402","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3668","NP_252358.1","conserved hypothetical protein","141","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3669","NP_252359.1","hypothetical protein","327","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3669","NP_252359.1","hypothetical protein","327","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3670","NP_252360.1","hypothetical protein","616","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3671","NP_252361.1","probable permease of ABC transporter","245","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3672","NP_252362.1","probable ATP-binding component of ABC transporter","308","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3672","NP_252362.1","probable ATP-binding component of ABC transporter","308","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3673","NP_252363.1","glycerol-3-phosphate acyltransferase","835","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3673","NP_252363.1","glycerol-3-phosphate acyltransferase","835","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3674","NP_252364.1","hypothetical protein","133","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3674","NP_252364.1","hypothetical protein","133","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3675","NP_252365.1","hypothetical protein","227","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3676","NP_252366.1","MexK","1026","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3676","NP_252366.1","MexK","1026","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3677","NP_252367.1","MexJ","368","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3678","NP_252368.1","MexL","213","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3679","NP_252369.1","hypothetical protein","426","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3680","NP_252370.1","conserved hypothetical protein","262","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3681","NP_252371.1","hypothetical protein","232","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3682","NP_252372.1","hypothetical protein","275","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3682","NP_252372.1","hypothetical protein","275","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3683","NP_252373.1","conserved hypothetical protein","289","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3684","NP_252374.1","hypothetical protein","116","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3685","NP_252375.1","YeaZ","227","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3686","NP_252376.1","adenylate kinase","216","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3687","NP_252377.1","phosphoenolpyruvate carboxylase","879","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3688","NP_252378.1","hypothetical protein","115","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3689","NP_252379.1","probable transcriptional regulator","157","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA3690","NP_252380.1","probable metal-transporting P-type ATPase","741","Cytoplasmic Membrane","Class 3","Primary"
